,unprocessed_tweet,product,emotion,processed_tweet,emotion_encoded
7136,Perfect for me! A session about Google Recipes search ( among other things). #SXSW,Google,Positive emotion,perfect session google recipe search among thing,1
7143,in line for the ipad2 - why not!! Apple hype team just made the high-five run by #sxsw,iPad,Positive emotion,line ipad apple hype team make highfive run,1
7145,Û÷Viagra for your communicationsÛª @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.,Android App,Positive emotion,viagra communication launch android app happy see expansion beyond outlook plugin,1
7147,"Die Antwoord was awesome in Umshini Wam from Korine. And Park's NIGHT FISHING was amazing, especially for being shot on iPhone 4 #SXSW",iPhone,Positive emotion,die antwoord awesome umshini wam korine park night fish amaze especially shot iphone,1
7149,"&quot;Before It Even Begins, Apple Wins #SXSW&quot;: Apple to setup temporary store in Austin for iPad 2 launch March 11th {link}",Apple,Positive emotion,quotbefore even begin apple win sxswquot apple setup temporary store austin ipad launch march th,1
7150,"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology",Apple,Positive emotion,tech even begin apple win technology,1
7151,"#tech Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #technology",Apple,Positive emotion,tech even begin apple win past week there major dilemma technology,1
7152,"#tech Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive emotion,tech even begin apple win,1
7153,Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},Apple,Positive emotion,hooray long line apple open temporary store downtown austin amp ipad launch,1
7158,Looking forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything.  #SXSW,iPhone,Negative emotion,look forward delicious tmobile austin iphone user struggle anything,0
7159,looking forward to hearing  google's @mention present today at #sxsw,Google,Positive emotion,look forward hear google present today,1
7160,Looking forward to hearing Lynn Teo tell me nice things I probably should already know about iPad navigation #UXDes #sxsw,iPad,Positive emotion,look forward hear lynn teo tell nice thing probably already know ipad navigation uxdes,1
7162,Looking forward to learning about #iPad #design at #SxSW.,iPad,Positive emotion,look forward learn ipad design,1
7163,Looking forward to seeing iPad 2 at the site of the AlphaGraphics where I bought $1 laser prints in 1986 (Scarborough Building).  #sxsw,iPad,Positive emotion,look forward see ipad site alphagraphics buy laser print scarborough building,1
7164,Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw,Other Google product or service,Negative emotion,look forward day release native android tabletoptimized client google latitude suck,0
7165,Looking forward to the iPhone and Android design sessions at #SXSW. Can't wait to drink and give away stuff and get paid for doing it too.,iPhone,Positive emotion,look forward iphone android design session cant wait drink give away stuff get pay,1
7166,Looking forward to visiting the #Apple store  that has come up on Congress Ave for #SxSW #apple Sell more iPAD,Apple,Positive emotion,look forward visit apple store come congress ave apple sell ipad,1
7170,Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link},Google,Negative emotion,microsoft google rip u joomla wannabe logo,0
7174,"Finally got a new iPhone 4 so I can tweet from my phone again! Just in time for #SXSW Gah, this has been torture. #addictedtotheinterwebs",iPhone,Positive emotion,finally get new iphone tweet phone time gah torture addictedtotheinterwebs,1
7181,"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;",Google,Positive emotion,come quotmention google party gsdampm badge get free food drink music big place line great party comequot,1
7185,Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw,Other Google product or service,Negative emotion,yea another google product available google apps yet google hotpot,0
7186,&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi,Apple,Negative emotion,quotno reason apple continue survival existence godquot enchantment sxswi,0
7187,Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link},,Positive emotion,google photo booth six lounge check,1
7189,#SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},iPad,Positive emotion,hootsuite chilltab tablet stand rock canadian social medium ipad best,1
7190,For all you #sxsw folks taking notes on your iPad be sure to download Dan Bricklin's app Notetaker. Really sweet.  Thanks @mention,iPad or iPhone App,Positive emotion,folk take note ipad sure download dan bricklins app notetaker really sweet thanks,1
7191,"Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",iPad or iPhone App,Positive emotion,help clean organize newscontent great job ipad owner sxswi,1
7192,how did you guys like our presentation at @mention #SXSW wanna try Filmaster on your iPhone now?,iPhone,Positive emotion,guy like presentation wan na try filmaster iphone,1
7193,Twitter you have failed me for the last time *force chokes iPhone* #sxsw,iPhone,Negative emotion,twitter fail last time force choke iphone,0
7198,@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store,iPad,Positive emotion,ouch look like might able grab one temp apple store,1
7201,#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago,Google,Negative emotion,tougher crowd colin quinn hey marissa mayer please tell u something new product google launched month ago,0
7203,Glad I brought my #Mac to #SXSW! PC clearly not cool in this environment. May walk around with #thePlatform iPad,iPad,Positive emotion,glad bring mac pc clearly cool environment may walk around theplatform ipad,1
7206,My life would be so much better with an iPad. #brainwashed #lines #SXSW,iPad,Positive emotion,life would much well ipad brainwash line,1
7209,And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread,Google,Positive emotion,go without say google bread go amazing googlebread,1
7217,@mention our Android &amp; iPhone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr,iPad or iPhone App,Positive emotion,android amp iphone app launch also keep handy lil device update wevent info eventseekr,1
7220,Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},iPad or iPhone App,Positive emotion,word motherboard want iphone apps head today hot one,1
7222,But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!,iPhone,Negative emotion,phone stay charge crappy iphone would never handle sleep crazyfest,0
7223,@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},,Positive emotion,social calendar app roll special functionality iphone android,1
7224,"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}",iPad,Positive emotion,four south african cap hour plane trip ninehour wait ipad linelink,1
7226,"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",iPad,Negative emotion,part journalsim support democracy yes inform populous yes ipad focus support newsapps,0
7228,I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW,iPad,Positive emotion,jealous see people ipad take photo iwantacameraonmyipad,1
7232,Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!,,Positive emotion,check google keynote mkesxsw wisconsin,1
7233,"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",iPad,Positive emotion,check ipad popup store apple store others,1
7235,"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",,Negative emotion,check ipad design headache tablet call morning tapworthy fb,0
7238,It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.,iPhone,Positive emotion,pen ink miamibeach iphone next week,1
7244,Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive emotion,check apple pop store look fwd check ipad mosaicxm mk,1
7245,"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!",iPad or iPhone App,Positive emotion,check new fast society app iphone kinda like group foursquare nice thanks share,1
7248,Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood,iPad or iPhone App,Positive emotion,check great amp effective enviro app bin iphone g sxswi greatergood,1
7249,Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,Other Google product or service,Positive emotion,traffic rout feature google map save year per day term waste time traffic,1
7251,The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Apple,Positive emotion,line outside popup apple store crazylong festival get entertaining every day,1
7253,Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,iPad or iPhone App,Positive emotion,bank innovate die great session quotk customer join bank america st release iphone appquot,1
7255,Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw,Other Apple product or service,Positive emotion,totally love copia cocoon messenger ipad bag pick attend redboxgilt groupgraphicly sesh morning,1
7260,It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,,Positive emotion,dawn ipad launch time coincide gain maximum tech hipster attention genius apple,1
7273,Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...,Apple,Positive emotion,anyone know hour apple store kinda hop open hour,1
7277,Anyone know what the line is like at the popup Apple store? #SXSW #ipad2,Apple,Positive emotion,anyone know line like popup apple store ipad,1
7282,Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,Google,Positive emotion,anyone know ill able find video marissa mayer presentation google,1
7283,How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Apple,Positive emotion,know geek cross road take picture apple popup store,1
7285,"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",,Positive emotion,google show google place hotpot allow post review place go search result map friend see others,1
7287,Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Google,Positive emotion,dennis crowley wed love work google could benefit work u social well checkins,1
7295,Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},Google,Positive emotion,google know everything map people traffic around world sxtxstate,1
7296,Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},iPad,Positive emotion,set pop shop smart move ipad imho developer matter ipad,1
7302,Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,Google,Positive emotion,set google gsdm party go amazing check event sxsurrogatescom come,1
7303,Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative emotion,bring google map rerouted image jcpenney image macys trashy restraunts comment uosxsw,0
7305,The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},iPad or iPhone App,Positive emotion,atzip iphone app release time wait line bar band app,1
7306,Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.,iPad,Positive emotion,set ipad swift upbeat service morning apple popup store,1
7308,Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,,Positive emotion,load iphone apps prep im curious see rise top,1
7310,First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,Positive emotion,first stop amp hunt austin java get spy game chance win ipad,1
7315,#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,,Positive emotion,apple pop store like dangle red meat front lion irresistible amp little unfair cant help,1
7325,My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-),iPhone,Positive emotion,atampt iphone user friends keep borrowing verizon iphone chk schedulestheir network ridiculously slow,1
7328,Got the iPad 2 at Apple's pop-up store in downtown Austin! #SXSW {link},iPad,Positive emotion,get ipad apple popup store downtown austin,1
7333,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link},iPad,Positive emotion,coolest ipad case ever etchasketch,1
7334,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,Other Apple product or service,Positive emotion,coolest ipad case ever etchasketch via,1
7335,Put the iPad down idiot! #SMComedyFyeah #SxSW,iPad,Negative emotion,put ipad idiot smcomedyfyeah,0
7336,Getting ipad envy on this flight to #sxsw,iPad,Positive emotion,get ipad envy flight,1
7337,Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,iPad,Positive emotion,serious ipad envy tot around one macbook pro cord girl,1
7340,Hmm the iPad only charged to 81% last night.  Am I worried about making it through a full day of #sxsw? No.,iPad,Positive emotion,hmm ipad charge last night worry make full day,1
7341,"Friday.
Ipad ordered.
Midway toured.
Shaping up to be a great day
Almost forgot I am not going to #SXSW ...
#toocoolforsxswanyway",iPad,Positive emotion,friday ipad order midway toured shape great day almost forget go toocoolforsxswanyway,1
7342,Apple's iPad pop-up shop - {link} #sxsw,Apple,Positive emotion,apple ipad popup shop,1
7343,"iphone, ipad, mac Oh my! #agchat,#sxsw",,Positive emotion,iphone ipad mac oh agchatsxsw,1
7344,Have an iPad? Download the BroadFeed app for better content delivery: {link} #SXSW,iPad or iPhone App,Positive emotion,ipad download broadfeed app well content delivery,1
7347,I'm at a panel about flipboard - one of my fave iPad apps #SXSW,iPad or iPhone App,Positive emotion,im panel flipboard one fave ipad apps,1
7351,Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Apple,Positive emotion,smart company rumor apple open temporary store downtown austin ampipad launch bitlygmzb,1
7352,Smart company...Apple to set to open pop-up shop in core of #SXSW action...  {link} #apple,Apple,Positive emotion,smart companyapple set open popup shop core action apple,1
7353,Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW,Android,Positive emotion,final preparation launch underway join tomorrow weve get special android promotion start,1
7354,"No beach parties. But Apple, Apps and Analytics! #GeekSpringBreak #SXSW Style ;) ÛÏ@mention Time to start packing&quot;",Apple,Positive emotion,beach party apple apps analytics geekspringbreak style time start packingquot,1
7355,Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},Other Google product or service,Positive emotion,google party huge antigov lobby initiative invoke privacy puregenius,1
7356,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",Google,Positive emotion,aint party like google party cause google party get tacos ice cream,1
7358,"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Other Apple product or service,Positive emotion,vinh flipboard step forward ipad mag get right go path wire path,1
7360,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},Google,Positive emotion,google expect release new uber social sharing circle thought,1
7361,Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw,Apple,Negative emotion,stop pop apple storelamez come apple still cut weight half,0
7367,@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,Negative emotion,peter cashmore ipad minor improvement worth unless money burn,0
7370,"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",iPhone,Positive emotion,verizon iphone bar baby suck atampt,1
7371,Awesome iPhone cases for @mention here at #sxsw!,iPhone,Positive emotion,awesome iphone case,1
7372,Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,Positive emotion,awesome iphone charge locker registrant lounge,1
7373,Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},iPhone,Positive emotion,get iphone juiced sonos team next apple store austin get ta love,1
7374,Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,Positive emotion,wow iphone drop side iron cactus balcony screen shatter amaze fb,1
7382,Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Android App,Positive emotion,lightbox photo want new android camera app,1
7385,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Google,Positive emotion,plane full gogglers google marketer tell friend like community read newspaper brings,1
7394,"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #SXSW",Apple,Positive emotion,damn apple know like even begin apple winssxsw via,1
7399,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Apple,Positive emotion,smart apple open popup austin hope stock extra battery charger thx,1
7400,smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Apple,Positive emotion,smart apple open popup store austin people get new ipads bitlyih via,1
7401,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Apple,Positive emotion,apple pop store austin get peeps line store finish brand power,1
7405,Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},Apple,Positive emotion,ooooo apple rumor open temporary store,1
7407,"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",Apple,Positive emotion,tech apple save set open popup store despite two austin texas location technology,1
7408,"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL",Apple,Positive emotion,smart apple set squarefoot temporary store sell new ipads test potential traffic aapl,1
7410,At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw,Apple,Positive emotion,apple store downtown apple really keep store open permanently convience location,1
7411,"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo",Apple,Positive emotion,apple store literally build conference apple store photo,1
7412,At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,,Positive emotion,apple store he buy ipadi guess geek theyre drunk hahaha,1
7416,Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link},Apple,Positive emotion,popup apple store austin week time ipad ship great timing,1
7417,Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,Negative emotion,popup apple store seem popup ipads,0
7418,Pop-up Apple store still has a line around the block #sxsw,Apple,Positive emotion,popup apple store still line around block,1
7420,"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW",Apple,Positive emotion,apple store huge success already methinks live music capitol could use one fulltime eh nudgenudge appleatxdt,1
7424,"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Apple,Positive emotion,sweet apple open popup shop scarbrough building congress ipad via,1
7429,An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53,Apple,Positive emotion,apple popup store go impulse control jmpih,1
7435,New blog post: ipad2 giveaway: {link} #actors #diet #sxsw,iPad,Positive emotion,new blog post ipad giveaway actor diet,1
7439,Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Android App,Positive emotion,planzai app feature official british music schedule android market,1
7440,Google tipped to launch social network today at #sxsw called Circles {link},,Positive emotion,google tip launch social network today call circle,1
7442,Smart. #Apple creates pop-up store at #SXSW to peddle the iPad 2. - The #iPad 2 Takes Over SXSW [VIDEO] {link},iPad,Positive emotion,smart apple create popup store peddle ipad ipad take video,1
7444,Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW,iPhone,Negative emotion,clearly apple another daylight saving time bug iphone alarm also need remember fix room clock whoop,0
7445,"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}",Apple,Positive emotion,nice apple make lot sell sure apple popup store,1
7446,"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !",Apple,Positive emotion,apple open temp store event start day good work apple,1
7447,Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link},Apple,Positive emotion,add apple popup shop todo list gt,1
7448,Why the Apple pop-up shop at #SxSW sucks: {link},Apple,Negative emotion,apple popup shop suck,0
7451,pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..,Apple,Positive emotion,pop apple store pure genius international crowd stock go home,1
7453,Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW,Apple,Negative emotion,ughhhapple store austin domain rain ipads first minute right get ipad,0
7455,I think apple us winning #sxsw. Just a sea of silver white and glass,Apple,Positive emotion,think apple u win sea silver white glass,1
7456,"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here...",Apple,Positive emotion,cunning apple keep ipad popup store open late next party impulsive late night purchase regret,1
7457,I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link},iPad,Positive emotion,lt apple apple open popup store austin nerd town get new ipads,1
7459,iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,Android,Positive emotion,io app approval disrupts continuous dev flow android preferred platform fine tune experiment groupchatapps,1
7460,All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :)),iPad or iPhone App,Negative emotion,lbs apps iphone think orlando guess check disney v,0
7461,Android apps to survive SXSW 2011: {link} (by @mention #sxsw,Android App,Positive emotion,android apps survive,1
7462,I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},iPhone,Positive emotion,im happy exist go try whole trip wo laptop iphone amp ipad,1
7463,Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},iPad or iPhone App,Positive emotion,update npr music iphone app song info song amp live video streaming time,1
7465,Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad,iPad,Negative emotion,attend preso live simply tc sxswi felt bit guilty take note new ipad,0
7466,@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link},Apple,Positive emotion,prob go hit temp apple store set near sxswnice apple,1
7471,#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Other Google product or service,Positive emotion,sxprotect google doc get relevant link panel,1
7478,"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",Other Google product or service,Positive emotion,google map guy huge google marissa mayer,1
7479,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",Other Google product or service,Positive emotion,google map demo render quickly building landscape include basic map marissagoogle,1
7480,"Google Maps are so useful, how can it get any better? #sxsw",Other Google product or service,Positive emotion,google map useful get good,1
7483,Google maps for mobile 5.2 looks awesome.#sxsw,Other Google product or service,Positive emotion,google map mobile look awesomesxsw,1
7484,Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link},,Positive emotion,google map million mobile user thats marissa mayer claim,1
7485,Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,Other Google product or service,Positive emotion,google map million user percent google map user mobile,1
7486,"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",Other Google product or service,Positive emotion,google map mobile go next release look awesome,1
7488,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,Other Google product or service,Positive emotion,google map mobile route option save user yrs time every day,1
7489,Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,Other Google product or service,Positive emotion,google map navigation street view building awesome marissagoogle,1
7491,Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,Other Google product or service,Positive emotion,google map route around traffic save user year time every day,1
7492,Google Maps Street View car sighting!!! #SXSW   {link},Other Google product or service,Positive emotion,google map street view car sighting,1
7493,Google Maps Street View car sighting!!! #SXSW  {link},Other Google product or service,Positive emotion,google map street view car sighting,1
7496,#sxsw peeps who want an iPad2: {link}  Brilliant.  Real?,iPad,Positive emotion,peep want ipad brilliant real,1
7498,Google maps/traffic view has saved people 2-years of time. #sxsw,Other Google product or service,Positive emotion,google mapstraffic view save people year time,1
7503,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,Positive emotion,put gun head give iphone,1
7504,"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",Apple,Positive emotion,put pop apple store smart talk understand demo need,1
7507,Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Apple,Positive emotion,apple quarter music industry digital sale touchingstories tbwasxsw,1
7508,"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",iPad,Positive emotion,come aquent booth learn internetonlinewebsitecom meet u amp enter win ipad,1
7512,Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,iPad,Positive emotion,ipad acquire thanks perserverance vote husband year check,1
7513,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Google,Positive emotion,play quotpeople peoplequot google party depeche mode ftw,1
7516,Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,Negative emotion,applequotthe classy fascist company americaquot kara swisher,0
7519,"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",iPad or iPhone App,Positive emotion,get folk prettycool chevysxsw update iphone retrollect user available awesome,1
7524,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Google,Positive emotion,questioner say quotthanks im big fanquot google cause giggle audience laugh,1
7526,I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,iPhone,Positive emotion,ive never surround many iphone user keep think phone thats ring,1
7527,[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} äÁ Have you tried it yet? An iPad 2 could be yours!,iPad,Positive emotion,softlayer blog softlayer server challenge video try yet ipad could,1
7528,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",iPad,Negative emotion,twitter break ipad cant follow hash right wow might nerdiest tweet yet tmsxsw,0
7530,#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,,Positive emotion,spiltbeer consequence drunk techie let see android offer compare,1
7531,Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,,Positive emotion,watch ear ill austin convention center today fam show new iphone game,1
7532,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",iPad,Negative emotion,okay fair enough line new tech cost much well new ipad,0
7537,"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",iPad,Positive emotion,ill never forget march weekend japan earthquake ipad first south southwest memolane yall,1
7538,Hipster or hobo? Only way to tell is the iPhone. #sxsw,iPhone,Positive emotion,hipster hobo way tell iphone,1
7539,It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,iPad,Positive emotion,clear never cool without ipad im generally cool doubly handicap,1
7540,"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",iPad,Negative emotion,head ipad design headache tablet call morning,0
7541,Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Other Apple product or service,Negative emotion,design ipad like design class someone give talk assume ditch previous experience,0
7548,#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Apple,Negative emotion,csr report janecek microsoft give charity apple give nothing everyone room iphone drive decision,0
7550,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Google,Positive emotion,thanks free drink google speakeasy others,1
7551,Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},iPad,Positive emotion,day later there still line door apple store ipad,1
7552,I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,iPad,Negative emotion,hear ipad nutter ipading away even life techno hipster mecca,0
7553,Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,iPad,Positive emotion,seat turkey bowl armadillo amp kill list sxxpress pass acquire could buy ipad,1
